ticker,date,free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,effect_of_exchange_rate_changes,short_term_debt_issuance,change_in_tax_payable,change_in_income_tax_payable,depreciation,operating_gains_losses,gain_loss_on_investment_securities,proceeds_from_stock_option_exercised,net_intangibles_purchase_and_sale,purchase_of_intangibles,change_in_accrued_expense,amortization_cash_flow,amortization_of_intangibles,short_term_debt_payments,sale_of_ppe,capital_expenditure_reported,change_in_prepaid_assets,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,sale_of_business,sale_of_intangibles,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,provisionand_write_offof_assets,gain_loss_on_sale_of_business,earnings_losses_from_equity_investments,dividend_received_cfo,dividend_paid_cfo,pension_and_employee_benefit_expense,dividends_received_cfi,depletion,other_cash_adjustment_outside_changein_cash,cash_from_discontinued_financing_activities,cash_from_discontinued_investing_activities,cash_from_discontinued_operating_activities,net_preferred_stock_issuance,preferred_stock_payments,taxes_refund_paid,preferred_stock_issuance,cash_flow_from_discontinued_operation,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,preferred_stock_dividend_paid,interest_received_cfi,amortization_of_securities,change_in_interest_payable
KO,2022-12-31,9534000000.0,-1418000000.0,-4930000000.0,3972000000.0,837000000.0,-1484000000.0,,,9825000000.0,10025000000.0,5000000.0,-10250000000.0,-10250000000.0,-1095000000.0,-7616000000.0,-7616000000.0,-581000000.0,-1418000000.0,837000000.0,-958000000.0,,-958000000.0,-4930000000.0,3972000000.0,-763000000.0,-763000000.0,-759000000.0,1020000000.0,4771000000.0,-3751000000.0,385000000.0,-73000000.0,-1409000000.0,-1484000000.0,11018000000.0,11018000000.0,-605000000.0,,-200000000.0,,399000000.0,399000000.0,759000000.0,-960000000.0,-69000000.0,-69000000.0,1193000000.0,356000000.0,-122000000.0,-122000000.0,1260000000.0,1260000000.0,9571000000.0,-205000000.0,,-360000000.0,-360000000.0,,-635000000.0,,,,,,,,,75000000.0,,225000000.0,,,458000000.0,,203000000.0,,,,-838000000.0,,,,,,,,,,,,,,,,,,,,,
KO,2021-12-31,11258000000.0,-111000000.0,-12866000000.0,13094000000.0,702000000.0,-1367000000.0,,,10025000000.0,7110000000.0,3074000000.0,-6786000000.0,-6786000000.0,-353000000.0,-7252000000.0,-7252000000.0,591000000.0,-111000000.0,702000000.0,228000000.0,,228000000.0,-12866000000.0,13094000000.0,-2765000000.0,-2765000000.0,51000000.0,1029000000.0,7059000000.0,-6030000000.0,-2586000000.0,-4766000000.0,-1259000000.0,-1367000000.0,12625000000.0,12625000000.0,1325000000.0,,-351000000.0,,2277000000.0,2277000000.0,2843000000.0,-135000000.0,-225000000.0,-225000000.0,-658000000.0,337000000.0,894000000.0,894000000.0,1452000000.0,1452000000.0,9804000000.0,-159000000.0,,-566000000.0,-566000000.0,,-529000000.0,,,,,,,,,108000000.0,,-241000000.0,,,2180000000.0,,86000000.0,,,,-615000000.0,,,,,,,,,,,,,,,,,,,,,
KO,2020-12-31,8667000000.0,-118000000.0,-28796000000.0,26934000000.0,647000000.0,-1177000000.0,,,7110000000.0,6737000000.0,297000000.0,-8070000000.0,-8070000000.0,310000000.0,-7047000000.0,-7047000000.0,529000000.0,-118000000.0,647000000.0,-1862000000.0,,-1862000000.0,-28796000000.0,26934000000.0,-1477000000.0,-1477000000.0,122000000.0,252000000.0,13835000000.0,-13583000000.0,-863000000.0,-1052000000.0,-988000000.0,-1177000000.0,9844000000.0,9844000000.0,690000000.0,507000000.0,507000000.0,,-876000000.0,-876000000.0,-860000000.0,99000000.0,882000000.0,882000000.0,341000000.0,126000000.0,-18000000.0,-18000000.0,1536000000.0,1536000000.0,7768000000.0,76000000.0,,-16000000.0,-16000000.0,,-599000000.0,,,,,,,,,189000000.0,,78000000.0,,,189000000.0,,-88000000.0,,,,-511000000.0,,,,,,,,,,,,,,,,,,,,,
KO,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-620000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFE,2023-12-31,4793000000.0,0.0,-2572000000.0,38517000000.0,,-3907000000.0,2215000000.0,3147000000.0,2917000000.0,468000000.0,2489000000.0,26066000000.0,26067000000.0,-632000000.0,-9247000000.0,,0.0,0.0,,35945000000.0,7683000000.0,28262000000.0,-2569000000.0,30831000000.0,-32278000000.0,-32277000000.0,-180000000.0,15239000000.0,46417000000.0,-31178000000.0,-43430000000.0,-43430000000.0,-3907000000.0,-3907000000.0,8700000000.0,8701000000.0,-2172000000.0,-982000000.0,595000000.0,-663000000.0,-300000000.0,-300000000.0,-300000000.0,-1169000000.0,347000000.0,347000000.0,-4280000000.0,525000000.0,-3442000000.0,-3442000000.0,6290000000.0,6290000000.0,2172000000.0,-40000000.0,7686000000.0,,,,,,,,,,,,-3000000.0,,,,,9607000000.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,
PFE,2022-12-31,26031000000.0,-2000000000.0,-7407000000.0,3891000000.0,,-3236000000.0,1442000000.0,7867000000.0,468000000.0,1983000000.0,-1350000000.0,-14834000000.0,-14834000000.0,-335000000.0,-8983000000.0,,-2000000000.0,-2000000000.0,,-3516000000.0,-218000000.0,-3298000000.0,-3298000000.0,0.0,-15783000000.0,-15783000000.0,-192000000.0,6682000000.0,45462000000.0,-38780000000.0,-22997000000.0,-22997000000.0,-3236000000.0,-3236000000.0,29267000000.0,29267000000.0,-5639000000.0,-545000000.0,-1449000000.0,-4506000000.0,1191000000.0,1191000000.0,1191000000.0,-591000000.0,261000000.0,261000000.0,-400000000.0,872000000.0,-3764000000.0,-3764000000.0,5064000000.0,5064000000.0,31401000000.0,-165000000.0,3891000000.0,,,,,,,,,,,,-4109000000.0,,,,,1733000000.0,,,,,,,,,,,3960000000.0,,,0.0,0.0,0.0,,,,,,,,,,,,
PFE,2021-12-31,29869000000.0,0.0,-2100000000.0,997000000.0,,-2711000000.0,1467000000.0,7427000000.0,1983000000.0,1825000000.0,217000000.0,-9816000000.0,-9816000000.0,16000000.0,-8729000000.0,-8729000000.0,0.0,0.0,,-1103000000.0,-96000000.0,-1007000000.0,-2004000000.0,997000000.0,-22546000000.0,-22533000000.0,-306000000.0,-19517000000.0,28096000000.0,-47613000000.0,0.0,0.0,-2711000000.0,-2711000000.0,32580000000.0,32923000000.0,12804000000.0,-1166000000.0,18721000000.0,-1057000000.0,1242000000.0,1242000000.0,1242000000.0,-1125000000.0,-3811000000.0,-3811000000.0,-4696000000.0,1182000000.0,-4293000000.0,-4293000000.0,5191000000.0,5191000000.0,22459000000.0,-59000000.0,0.0,,,,,,,,,,,,-96000000.0,,,,,276000000.0,,,,,,,0.0,,,,0.0,,,0.0,-12000000.0,-343000000.0,,,,,,,,,,,,
PFE,2020-12-31,12177000000.0,0.0,-30329000000.0,17574000000.0,,-2226000000.0,1641000000.0,3153000000.0,1825000000.0,1350000000.0,483000000.0,-9649000000.0,-21639000000.0,-445000000.0,-8440000000.0,-8440000000.0,0.0,0.0,,-12755000000.0,-13974000000.0,1219000000.0,-4003000000.0,5222000000.0,-4271000000.0,-4163000000.0,-264000000.0,-1672000000.0,12730000000.0,-14402000000.0,0.0,0.0,-2226000000.0,-2226000000.0,14403000000.0,10586000000.0,-275000000.0,-1238000000.0,2741000000.0,-146000000.0,353000000.0,353000000.0,353000000.0,-736000000.0,-1249000000.0,-1249000000.0,-2268000000.0,756000000.0,-1468000000.0,-1468000000.0,4777000000.0,4777000000.0,7021000000.0,-8000000.0,12352000000.0,,,,-6000000.0,,425000000.0,-539000000.0,-539000000.0,,,,-26326000000.0,,,,,2049000000.0,,,,,,,-6000000.0,,,-1790000000.0,,,,11991000000.0,-109000000.0,3817000000.0,,,,,,,,,,,,
PFE,2019-12-31,,,,,,,,,,,,,,,,-8043000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8254000000.0,,394000000.0,-418000000.0,-418000000.0,,,,,,,,,,,,,,,,-8254000000.0,,,-288000000.0,,,,0.0,,,,,,,,,,,,,,
AVGO,2023-10-31,17633000000.0,-7685000000.0,-403000000.0,0.0,122000000.0,-452000000.0,1503000000.0,1782000000.0,14189000000.0,12416000000.0,1773000000.0,-15623000000.0,-15623000000.0,-12000000.0,-7645000000.0,,-7563000000.0,-7685000000.0,122000000.0,-403000000.0,,-403000000.0,-403000000.0,0.0,-689000000.0,-689000000.0,-66000000.0,-118000000.0,228000000.0,-346000000.0,-53000000.0,-53000000.0,-452000000.0,-452000000.0,18085000000.0,18085000000.0,-1643000000.0,-1692000000.0,,,209000000.0,209000000.0,209000000.0,27000000.0,-187000000.0,-187000000.0,141000000.0,2171000000.0,-501000000.0,-501000000.0,3835000000.0,3835000000.0,14082000000.0,,,,,502000000.0,,,,,,,3333000000.0,3333000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVGO,2022-10-31,16312000000.0,-8455000000.0,-2361000000.0,1935000000.0,114000000.0,-424000000.0,1386000000.0,908000000.0,12416000000.0,12163000000.0,253000000.0,-15816000000.0,-15816000000.0,-17000000.0,-7032000000.0,,-8341000000.0,-8455000000.0,114000000.0,-426000000.0,,-426000000.0,-2361000000.0,1935000000.0,-667000000.0,-667000000.0,3000000.0,0.0,200000000.0,-200000000.0,-246000000.0,-246000000.0,-424000000.0,-424000000.0,16736000000.0,16736000000.0,-1654000000.0,-78000000.0,,,-79000000.0,-79000000.0,-79000000.0,-627000000.0,-870000000.0,-870000000.0,312000000.0,1533000000.0,-34000000.0,-34000000.0,4984000000.0,4984000000.0,11495000000.0,,,,,529000000.0,100000000.0,,,,,,4455000000.0,4455000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVGO,2021-10-31,13321000000.0,-1299000000.0,-11495000000.0,9904000000.0,170000000.0,-443000000.0,1565000000.0,775000000.0,12163000000.0,7618000000.0,4545000000.0,-8974000000.0,-8974000000.0,-42000000.0,-6212000000.0,,-1129000000.0,-1299000000.0,170000000.0,-1591000000.0,,-1591000000.0,-11495000000.0,9904000000.0,-245000000.0,-245000000.0,-8000000.0,169000000.0,169000000.0,0.0,37000000.0,-8000000.0,-443000000.0,-443000000.0,13764000000.0,13764000000.0,-127000000.0,-286000000.0,,,243000000.0,243000000.0,243000000.0,-294000000.0,210000000.0,210000000.0,21000000.0,1704000000.0,-809000000.0,-809000000.0,6041000000.0,6041000000.0,6736000000.0,,,,,539000000.0,198000000.0,,,,,,5502000000.0,5502000000.0,,4000000.0,,,,,45000000.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,
AVGO,2020-10-31,11598000000.0,-765000000.0,-20099000000.0,27802000000.0,276000000.0,-463000000.0,1408000000.0,501000000.0,7618000000.0,5055000000.0,2563000000.0,1611000000.0,1611000000.0,-69000000.0,-5534000000.0,-5534000000.0,-489000000.0,-765000000.0,276000000.0,7703000000.0,,7703000000.0,-20099000000.0,27802000000.0,-11109000000.0,-11109000000.0,8000000.0,0.0,0.0,0.0,-10654000000.0,-10872000000.0,-463000000.0,-463000000.0,12061000000.0,12061000000.0,1093000000.0,146000000.0,,,-3000000.0,-3000000.0,-3000000.0,-31000000.0,981000000.0,981000000.0,100000000.0,1976000000.0,-1142000000.0,-1142000000.0,6905000000.0,6905000000.0,2960000000.0,,,,,570000000.0,169000000.0,,,,,,6335000000.0,6335000000.0,,12000000.0,,,,0.0,218000000.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,
AVGO,2019-10-31,,,,,,,,,,,,,,,,-4235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,,,,,,,,88000000.0,,,,0.0,,,,,,,,,,,,,,,,,3679000000.0,,,3679000000.0,,,,,,,,
COST,2023-08-31,6745000000.0,-676000000.0,-1301000000.0,917000000.0,,-4323000000.0,125000000.0,2234000000.0,13700000000.0,10203000000.0,3482000000.0,-2614000000.0,-2614000000.0,-303000000.0,-1251000000.0,-1251000000.0,-676000000.0,-676000000.0,,-384000000.0,-18000000.0,-366000000.0,-366000000.0,,-4972000000.0,-4972000000.0,36000000.0,-685000000.0,937000000.0,-1622000000.0,,,-4323000000.0,-4323000000.0,11068000000.0,11068000000.0,1018000000.0,172000000.0,,,-382000000.0,-382000000.0,-382000000.0,1228000000.0,,,412000000.0,774000000.0,,,2077000000.0,2077000000.0,6292000000.0,15000000.0,917000000.0,,,,,,,,,,,,-935000000.0,,,,,495000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,2022-08-31,3501000000.0,-439000000.0,-982000000.0,53000000.0,,-3891000000.0,145000000.0,1940000000.0,10203000000.0,11258000000.0,-806000000.0,-4283000000.0,-4283000000.0,-1417000000.0,-1498000000.0,-1498000000.0,-439000000.0,-439000000.0,,-929000000.0,47000000.0,-976000000.0,-976000000.0,0.0,-3915000000.0,-3915000000.0,-48000000.0,24000000.0,1145000000.0,-1121000000.0,0.0,0.0,-3891000000.0,-3891000000.0,7392000000.0,7392000000.0,-1563000000.0,549000000.0,,,1891000000.0,1891000000.0,1891000000.0,-4003000000.0,,,377000000.0,724000000.0,-37000000.0,-37000000.0,1900000000.0,1900000000.0,5915000000.0,-249000000.0,53000000.0,,,,,,,,,,,,-6000000.0,,,,,39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,2021-08-31,5370000000.0,-496000000.0,-161000000.0,41000000.0,,-3588000000.0,149000000.0,1527000000.0,11258000000.0,12277000000.0,-1065000000.0,-6488000000.0,-6488000000.0,-124000000.0,-5748000000.0,-5748000000.0,-496000000.0,-496000000.0,,-120000000.0,41000000.0,-161000000.0,-161000000.0,188000000.0,-3535000000.0,-3535000000.0,-62000000.0,115000000.0,1446000000.0,-1331000000.0,0.0,0.0,-3588000000.0,-3588000000.0,8958000000.0,8958000000.0,1003000000.0,1057000000.0,,,1838000000.0,1838000000.0,1838000000.0,-1892000000.0,,,286000000.0,665000000.0,59000000.0,59000000.0,1781000000.0,1781000000.0,5079000000.0,46000000.0,41000000.0,,,,,,,,,,,,0.0,,,,,144000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,2020-08-31,6051000000.0,-196000000.0,-3200000000.0,3992000000.0,,-2810000000.0,124000000.0,1052000000.0,12277000000.0,8384000000.0,3823000000.0,-1147000000.0,-1147000000.0,-264000000.0,-1479000000.0,-1479000000.0,-196000000.0,-196000000.0,,792000000.0,137000000.0,792000000.0,-3200000000.0,3992000000.0,-3891000000.0,-3891000000.0,30000000.0,52000000.0,1678000000.0,-1626000000.0,-1163000000.0,-1163000000.0,-2810000000.0,-2810000000.0,8861000000.0,8861000000.0,2198000000.0,728000000.0,,,2261000000.0,2261000000.0,2261000000.0,-791000000.0,,,236000000.0,619000000.0,104000000.0,104000000.0,1645000000.0,1645000000.0,4059000000.0,70000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO,2023-12-31,6927000000.0,-3000000000.0,-7717000000.0,7562000000.0,,-1479000000.0,1385000000.0,1482000000.0,8097000000.0,8537000000.0,-358000000.0,-3622000000.0,-3622000000.0,56000000.0,-523000000.0,,-3000000000.0,-3000000000.0,,-155000000.0,-315000000.0,160000000.0,-5782000000.0,5942000000.0,-5142000000.0,-5142000000.0,-160000000.0,70000000.0,70000000.0,,-3660000000.0,-3660000000.0,-1392000000.0,-1479000000.0,8406000000.0,8406000000.0,-495000000.0,-802000000.0,,,-500000000.0,-500000000.0,-500000000.0,598000000.0,209000000.0,-43000000.0,562000000.0,278000000.0,-1300000000.0,-1300000000.0,3406000000.0,3406000000.0,5955000000.0,-82000000.0,1620000000.0,,,1068000000.0,,,,,,,2338000000.0,2338000000.0,-1935000000.0,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO,2022-12-31,6911000000.0,-3000000000.0,-4065000000.0,4719000000.0,,-2243000000.0,667000000.0,1234000000.0,8537000000.0,4491000000.0,4185000000.0,-2810000000.0,-2810000000.0,-9000000.0,-455000000.0,,-3000000000.0,-3000000000.0,,654000000.0,-2164000000.0,2818000000.0,-375000000.0,3193000000.0,-2159000000.0,-2159000000.0,84000000.0,15000000.0,15000000.0,,-39000000.0,-39000000.0,-2219000000.0,-2243000000.0,9154000000.0,9154000000.0,-1008000000.0,-47000000.0,,,648000000.0,648000000.0,648000000.0,-825000000.0,-784000000.0,-430000000.0,483000000.0,307000000.0,-995000000.0,-995000000.0,3381000000.0,3381000000.0,6960000000.0,-139000000.0,1526000000.0,,,986000000.0,26000000.0,,,,,,2395000000.0,2395000000.0,-3690000000.0,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO,2021-12-31,6789000000.0,-2000000000.0,-11738000000.0,20649000000.0,,-2523000000.0,555000000.0,2182000000.0,4491000000.0,10336000000.0,-6039000000.0,6581000000.0,6581000000.0,65000000.0,-395000000.0,,-2000000000.0,-2000000000.0,,8911000000.0,2512000000.0,6399000000.0,-11738000000.0,18137000000.0,-21932000000.0,-21932000000.0,-42000000.0,8000000.0,8000000.0,,-19395000000.0,-19395000000.0,-2503000000.0,-2523000000.0,9312000000.0,9312000000.0,-1514000000.0,-945000000.0,,,479000000.0,479000000.0,479000000.0,-1065000000.0,17000000.0,-204000000.0,156000000.0,230000000.0,-647000000.0,-647000000.0,2592000000.0,2592000000.0,7728000000.0,194000000.0,2512000000.0,,,831000000.0,767000000.0,,156000000.0,,,,1761000000.0,1761000000.0,0.0,20000000.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
TMO,2020-12-31,6815000000.0,-1500000000.0,-1097000000.0,3847000000.0,,-1474000000.0,471000000.0,1324000000.0,10336000000.0,2422000000.0,7738000000.0,959000000.0,959000000.0,-150000000.0,-337000000.0,-337000000.0,-1500000000.0,-1500000000.0,,2750000000.0,383000000.0,2367000000.0,-1097000000.0,3464000000.0,-1510000000.0,-1510000000.0,-6000000.0,,,,-38000000.0,-38000000.0,-1466000000.0,-1474000000.0,8289000000.0,8289000000.0,-299000000.0,1452000000.0,,,59000000.0,59000000.0,59000000.0,-508000000.0,-1302000000.0,-1302000000.0,242000000.0,196000000.0,-552000000.0,-552000000.0,2325000000.0,2325000000.0,6377000000.0,176000000.0,383000000.0,,,658000000.0,,,196000000.0,,,,1667000000.0,1667000000.0,-387000000.0,8000000.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
TMO,2019-12-31,,,,,0.0,,,,,,,,,,,-297000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,210000000.0,-408000000.0,,,,,,,,,,,,,,,,,,,-298000000.0,,153000000.0,,,,,,,,,,,,1128000000.0,,,,,-482000000.0,,,,,,,,,,0.0,,,,,,,,,,,,
MCD,2023-12-31,7254500000.0,-3054300000.0,-2441100000.0,5221100000.0,,-2357400000.0,1286900000.0,2992900000.0,4579300000.0,2583800000.0,2053300000.0,-4374100000.0,-4374100000.0,-39600000.0,-4532800000.0,-4532800000.0,-3054300000.0,-3054300000.0,,2992800000.0,212800000.0,2780000000.0,-2441100000.0,5221100000.0,-3184500000.0,-3184500000.0,-676100000.0,,,,-245900000.0,-441200000.0,94900000.0,,9611900000.0,9611900000.0,-108000000.0,-220300000.0,,,256600000.0,50400000.0,50400000.0,16700000.0,-161000000.0,-161000000.0,-112700000.0,175200000.0,-686400000.0,-686400000.0,1978200000.0,1978200000.0,8468800000.0,-57800000.0,,,,,-103200000.0,,259800000.0,,,206200000.0,,,,94900000.0,-2357400000.0,,,,195300000.0,,,,,-103200000.0,,,,,,,,,,,,,,,,,,,,,,
MCD,2022-12-31,5487500000.0,-3896000000.0,-2202400000.0,3374500000.0,,-1899200000.0,1183500000.0,3023500000.0,2583800000.0,4709200000.0,-1871600000.0,-6580200000.0,-6580200000.0,38200000.0,-4168200000.0,-4168200000.0,-3896000000.0,-3896000000.0,,1197600000.0,25500000.0,1172100000.0,-2202400000.0,3374500000.0,-2678100000.0,-2678100000.0,-456700000.0,,,,-361100000.0,-807000000.0,38900000.0,,7386700000.0,7386700000.0,-644600000.0,-546700000.0,,,160600000.0,31300000.0,31300000.0,5600000.0,-264100000.0,-264100000.0,-570400000.0,166700000.0,-345700000.0,-345700000.0,1870600000.0,1870600000.0,6177400000.0,-253800000.0,,-546700000.0,-546700000.0,,732700000.0,,248200000.0,,,129300000.0,,,,38900000.0,-1899200000.0,,,,445900000.0,,,,,732700000.0,,,,,,,,,,,,,,,,,,,,,,
MCD,2021-12-31,7101500000.0,-845500000.0,-2240000000.0,1154400000.0,,-2040000000.0,1197300000.0,2403900000.0,4709200000.0,3449100000.0,1380200000.0,-5595600000.0,-5595600000.0,-46700000.0,-3918600000.0,-3918600000.0,-845500000.0,-845500000.0,,-1070500000.0,15100000.0,-1085600000.0,-2240000000.0,1154400000.0,-2165700000.0,-2165700000.0,-53900000.0,,,,-178000000.0,-374200000.0,106200000.0,,9141500000.0,9141500000.0,454200000.0,-302500000.0,,,509000000.0,225000000.0,225000000.0,-62200000.0,309900000.0,309900000.0,-339100000.0,139200000.0,-428300000.0,-428300000.0,1868100000.0,1868100000.0,7545200000.0,-120100000.0,,-302500000.0,-302500000.0,,-97800000.0,,285700000.0,,,284000000.0,,,,106200000.0,-2040000000.0,,,,196200000.0,,,,,-97800000.0,,,,,,,,,,,,,,,,,,,,,,
MCD,2020-12-31,4624400000.0,-907800000.0,-2411700000.0,5543000000.0,,-1640800000.0,1136000000.0,1441900000.0,3449100000.0,898500000.0,2470400000.0,-2249000000.0,-2249000000.0,-122000000.0,-3752900000.0,-3752900000.0,-907800000.0,-907800000.0,,2238200000.0,-893100000.0,3131300000.0,-2411700000.0,5543000000.0,-1545800000.0,-1545800000.0,57400000.0,,,,10200000.0,-66100000.0,27400000.0,,6265200000.0,6265200000.0,-212100000.0,,,,-136700000.0,-181100000.0,-137500000.0,-68600000.0,-6800000.0,-6800000.0,-75200000.0,92400000.0,6400000.0,6400000.0,1751400000.0,1751400000.0,4730500000.0,80200000.0,,-43600000.0,-43600000.0,,-28200000.0,,295500000.0,,,44400000.0,,,,27400000.0,-1640800000.0,,,,76300000.0,,,,,-28200000.0,,,,,,,,,,,,,,,,,,,,,,
MCD,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173400000.0,173400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
WMT,2024-01-31,15120000000.0,-2779000000.0,-4217000000.0,4967000000.0,,-20606000000.0,2519000000.0,5879000000.0,9935000000.0,8841000000.0,1025000000.0,-13414000000.0,-13414000000.0,-5757000000.0,-6140000000.0,-6140000000.0,-2779000000.0,-2779000000.0,,1262000000.0,512000000.0,750000000.0,-4217000000.0,4967000000.0,-21287000000.0,-21287000000.0,-1057000000.0,,,,126000000.0,-9000000.0,-20356000000.0,-20606000000.0,35726000000.0,35726000000.0,1943000000.0,,,,723000000.0,2047000000.0,2515000000.0,2017000000.0,-797000000.0,,2642000000.0,,-175000000.0,-175000000.0,11853000000.0,11853000000.0,16270000000.0,69000000.0,,-468000000.0,-468000000.0,,3193000000.0,3193000000.0,,,,-1324000000.0,,,,250000000.0,,,,,135000000.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
WMT,2023-01-31,11984000000.0,-9920000000.0,-2689000000.0,5041000000.0,,-16857000000.0,2051000000.0,3310000000.0,8841000000.0,14834000000.0,-5920000000.0,-17039000000.0,-17039000000.0,-3323000000.0,-6114000000.0,-6114000000.0,-9920000000.0,-9920000000.0,,2318000000.0,-34000000.0,2352000000.0,-2689000000.0,5041000000.0,-17722000000.0,-17722000000.0,-295000000.0,,,,-740000000.0,-740000000.0,-16687000000.0,-16857000000.0,28841000000.0,28841000000.0,2553000000.0,,,,2841000000.0,-1552000000.0,-1425000000.0,-528000000.0,240000000.0,,1919000000.0,,449000000.0,449000000.0,10945000000.0,10945000000.0,11292000000.0,-73000000.0,,-127000000.0,-127000000.0,,1683000000.0,1683000000.0,,,,4393000000.0,,,,170000000.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
WMT,2022-01-31,11075000000.0,-9787000000.0,-13010000000.0,6945000000.0,,-13106000000.0,2237000000.0,5918000000.0,14834000000.0,17788000000.0,-4662000000.0,-22828000000.0,-22828000000.0,-1017000000.0,-6152000000.0,-6152000000.0,-9787000000.0,-9787000000.0,,-5872000000.0,193000000.0,-6065000000.0,-13010000000.0,6945000000.0,-6015000000.0,-6015000000.0,-879000000.0,,,,7576000000.0,-359000000.0,-12712000000.0,-13106000000.0,24181000000.0,24181000000.0,-6597000000.0,,,,6963000000.0,5559000000.0,5520000000.0,-11764000000.0,-1796000000.0,,1652000000.0,,-755000000.0,-755000000.0,10658000000.0,10658000000.0,13940000000.0,-140000000.0,,39000000.0,39000000.0,,5283000000.0,2440000000.0,,,,1404000000.0,,,,394000000.0,,,,,7935000000.0,,,2440000000.0,,433000000.0,,,,0.0,,,1848000000.0,,,,,,,,,,,,,,,
WMT,2021-01-31,25810000000.0,-2625000000.0,-5382000000.0,0.0,,-10264000000.0,2216000000.0,5271000000.0,17788000000.0,9515000000.0,9886000000.0,-16117000000.0,-16117000000.0,-1670000000.0,-6116000000.0,-6116000000.0,-2625000000.0,-2625000000.0,,-5706000000.0,-324000000.0,-5382000000.0,-5382000000.0,0.0,-10071000000.0,-10071000000.0,102000000.0,,,,-124000000.0,-180000000.0,-10049000000.0,-10264000000.0,36074000000.0,36074000000.0,7972000000.0,,,,11453000000.0,6830000000.0,6966000000.0,-2395000000.0,-1086000000.0,,1521000000.0,,1911000000.0,1911000000.0,11152000000.0,11152000000.0,13706000000.0,235000000.0,,-136000000.0,-136000000.0,,-188000000.0,-8589000000.0,,,,4623000000.0,,,-324000000.0,215000000.0,,,-8589000000.0,,56000000.0,,,-8589000000.0,,8401000000.0,,,,0.0,,,-1848000000.0,,,,,,,,,,,,,,,
WMT,2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4656000000.0,,,,-1886000000.0,,,,,-1886000000.0,,,-1886000000.0,,,-1036000000.0,,,,,,,,,,,,,,,,,,
