ticker;year;total_assets;total_debt;invested_capital;working_capital;stockholders_equity;retained_earnings;long_term_debt;current_assets;current_liabilities;current_debt;payables_and_accrued_expenses;total_liabilities_net_minority_interest;accounts_payable;accounts_receivable;investments_and_advances;net_ppe;inventory;receivables;cash_and_cash_equivalents;cash_cash_equivalents_and_short_term_investments;goodwill;common_stock;share_issued
VZ;2022;379680000000;176331000000;241783000000;-12314000000;91144000000;82380000000;140676000000;37857000000;50171000000;9963000000;26741000000;287217000000;8750000000;24506000000;1071000000;133564000000;2388000000;24506000000;2605000000;2605000000;28671000000;429000000;4291433646
ADBE;2022;27165000000;4633000000;18180000000;868000000;14051000000;28319000000;3629000000;8996000000;8128000000;500000000;1653000000;13114000000;379000000;2065000000;NULL;2315000000;NULL;2065000000;4236000000;6096000000;12787000000;0;601000000
NKE;2022;40321000000;12627000000;24711000000;17483000000;15281000000;3476000000;8920000000;28213000000;10730000000;510000000;6595000000;25040000000;3358000000;4667000000;NULL;7717000000;8420000000;4667000000;8574000000;12997000000;284000000;3000000;1571000000
TXN;2022;27207000000;8735000000;23312000000;11036000000;14577000000;50353000000;8235000000;14021000000;2985000000;500000000;1231000000;12630000000;851000000;1895000000;NULL;6876000000;2757000000;1895000000;3050000000;9067000000;4362000000;1741000000;1741000000
CRM;2022;95209000000;13985000000;68727000000;1062000000;58131000000;7377000000;10592000000;22850000000;21788000000;4000000;5470000000;37078000000;NULL;9739000000;4784000000;5695000000;NULL;9739000000;5464000000;10537000000;47937000000;1000000;989000000
NEE;2022;158935000000;64966000000;104195000000;-13205000000;39229000000;26707000000;55256000000;13490000000;26695000000;9710000000;10791000000;110609000000;8312000000;4349000000;14078000000;111059000000;1934000000;5411000000;1601000000;1601000000;4854000000;20000000;1987000000
PM;2022;61681000000;43123000000;34166000000;-7717000000;-8957000000;34289000000;34875000000;19619000000;27336000000;8248000000;17920000000;67992000000;4076000000;3850000000;4431000000;6710000000;9886000000;4756000000;3207000000;3207000000;19655000000;0;2109316331
BMY;2022;96820000000;40717000000;70381000000;5383000000;31061000000;25503000000;35056000000;27273000000;21890000000;4264000000;5499000000;65702000000;3040000000;8151000000;2187000000;7475000000;2339000000;13937000000;9123000000;9253000000;21149000000;292000000;2900000000
COP;2022;93829000000;16643000000;63326000000;5902000000;48003000000;53029000000;15190000000;18749000000;12847000000;133000000;11702000000;45826000000;6163000000;7088000000;8083000000;64866000000;1219000000;7088000000;6458000000;9243000000;NULL;21000000;2100885134
QCOM;2022;49014000000;15482000000;33495000000;8858000000;18013000000;17840000000;13537000000;20724000000;11866000000;1945000000;5916000000;31001000000;3796000000;4175000000;NULL;5168000000;6341000000;5643000000;2773000000;6382000000;10508000000;195000000;1121000000
HON;2022;62275000000;20537000000;36267000000;5044000000;16697000000;45093000000;15123000000;24982000000;19938000000;4447000000;10304000000;44949000000;6329000000;7440000000;945000000;5471000000;5538000000;7440000000;9627000000;10110000000;17497000000;958000000;957600000
MS;2022;1180230000000;246216000000;337607000000;NULL;100141000000;94862000000;241081000000;NULL;NULL;5135000000;216134000000;1079000000000;216134000000;78540000000;336881000000;4000000;NULL;78540000000;92747000000;NULL;16652000000;20000000;2039842714
ORCL;2022;109297000000;75882000000;69662000000;12122000000;-6220000000;-31336000000;72133000000;31633000000;19511000000;3749000000;1317000000;115065000000;1317000000;5953000000;NULL;9716000000;NULL;5953000000;21383000000;21902000000;43811000000;26808000000;2665000000
RTX;2022;158864000000;33500000000;104546000000;3329000000;72632000000;52269000000;30694000000;42443000000;39114000000;1220000000;20895000000;84650000000;9896000000;9108000000;2603000000;16999000000;10617000000;20642000000;6220000000;6220000000;53840000000;37939000000;1710960000
INTC;2022;182103000000;42007000000;143430000000;18252000000;101423000000;70405000000;37684000000;50407000000;32155000000;4323000000;21304000000;78817000000;9595000000;4133000000;5912000000;80860000000;13224000000;4133000000;11144000000;28338000000;27591000000;31580000000;4137000000
AMGN;2022;65121000000;38945000000;42606000000;6499000000;3661000000;-28622000000;37354000000;22186000000;15687000000;1591000000;12997000000;61460000000;1572000000;5563000000;NULL;5427000000;4930000000;6392000000;7629000000;9305000000;15529000000;32514000000;534000000
SPGI;2022;61784000000;11533000000;47344000000;-332000000;36388000000;17784000000;10730000000;5667000000;5999000000;226000000;566000000;22040000000;450000000;2494000000;1752000000;720000000;NULL;2494000000;1286000000;1300000000;34545000000;415000000;415000000
IBM;2022;127243000000;54013000000;72893000000;-2387000000;21944000000;149825000000;46189000000;29118000000;31505000000;4760000000;10358000000;105222000000;4051000000;6541000000;1617000000;8212000000;1552000000;14209000000;7886000000;8738000000;55949000000;58343000000;2257116920
GS;2022;1441800000000;324199000000;428531000000;NULL;117189000000;139372000000;254245000000;NULL;NULL;67800000000;273447000000;1324610000000;262045000000;135448000000;372461000000;19246000000;NULL;147027000000;241825000000;NULL;6374000000;9000000;917815032
CAT;2022;81943000000;36993000000;52974000000;12254000000;15869000000;43514000000;25826000000;43785000000;31531000000;11279000000;15702000000;66052000000;8689000000;17869000000;NULL;12028000000;16270000000;17869000000;7004000000;7004000000;5288000000;6560000000;814894624
BLK;2022;117628000000;8489000000;44398000000;16573000000;37744000000;29876000000;6654000000;17867000000;1294000000;NULL;1294000000;78843000000;NULL;3264000000;6044000000;2547000000;NULL;3264000000;7416000000;8747000000;15341000000;2000000;172075373
UPS;2022;71124000000;23521000000;39448000000;4077000000;19786000000;21326000000;17321000000;22217000000;18140000000;2341000000;11564000000;51321000000;7515000000;12583000000;NULL;38474000000;889000000;12583000000;5602000000;7595000000;4223000000;9000000;859000000
MDT;2022;90981000000;24114000000;76603000000;10665000000;52551000000;30250000000;20316000000;23059000000;12394000000;3736000000;6531000000;38259000000;2276000000;5551000000;NULL;5413000000;4616000000;5551000000;3714000000;10573000000;40502000000;0;1330743395
SCHW;2022;551772000000;37878000000;64712000000;NULL;36608000000;31066000000;20760000000;NULL;NULL;17050000000;97438000000;515164000000;97438000000;69070000000;319416000000;4608000000;NULL;71241000000;40195000000;NULL;11951000000;21000000;2074188875
UNP;2022;65449000000;34957000000;45489000000;-1568000000;12163000000;58887000000;31648000000;3952000000;5520000000;1678000000;2142000000;53286000000;784000000;1891000000;2375000000;56981000000;741000000;1891000000;973000000;1019000000;NULL;2782000000;1112623886
DE;2022;90030000000;52201000000;72140000000;30963000000;20262000000;42247000000;33596000000;64088000000;33125000000;18282000000;10805000000;69673000000;3894000000;6410000000;117000000;13097000000;8539000000;48980000000;4774000000;5508000000;3687000000;5165000000;536431204
LOW;2022;44640000000;29384000000;19911000000;392000000;-4816000000;-5115000000;23859000000;20060000000;19668000000;868000000;12646000000;49456000000;11354000000;NULL;199000000;23179000000;17605000000;NULL;1133000000;1133000000;311000000;335000000;670000000
GILD;2022;63171000000;25230000000;46470000000;3205000000;21240000000;15687000000;22957000000;14443000000;11238000000;2273000000;5343000000;41962000000;905000000;4777000000;1245000000;5475000000;1507000000;4777000000;5412000000;6385000000;8314000000;1000000;1247000000
CVS;2022;228275000000;70732000000;123723000000;-3788000000;71469000000;56398000000;50476000000;65633000000;69421000000;1778000000;63148000000;156506000000;14838000000;11659000000;21096000000;30745000000;19090000000;27276000000;12945000000;15723000000;78150000000;48193000000;1758000000
SBUX;2022;27978400000;23804800000;6337300000;-2133100000;-8706600000;-8449800000;13119900000;7018700000;9151800000;1924000000;4340200000;36677100000;1441400000;1175500000;590300000;14576100000;2176600000;1175500000;2818400000;3182900000;3283500000;1100000;1147900000
INTU;2022;27734000000;7540000000;23355000000;1417000000;16441000000;13581000000;6415000000;5047000000;3630000000;499000000;926000000;11293000000;737000000;446000000;98000000;1437000000;NULL;1048000000;2796000000;3281000000;13736000000;3000000;281932000
NOW;2022;13299000000;2232000000;6518000000;649000000;5032000000;338000000;1486000000;6654000000;6005000000;NULL;873000000;8267000000;274000000;1725000000;2117000000;1735000000;NULL;1725000000;1470000000;4280000000;824000000;0;202882000
PLD;2022;87897448000;24514772000;77049295000;-2012506000;53237282000;-457695000;22337500000;1687073000;3699579000;1538461000;1826802000;30034355000;1711885000;377996000;9698898000;855327000;NULL;637850000;278483000;278483000;NULL;9231000;923142000
AXP;2022;228354000000;43921000000;68629000000;NULL;24711000000;16279000000;42570000000;NULL;NULL;1348000000;15910000000;203643000000;12133000000;NULL;4578000000;5215000000;NULL;NULL;33537000000;NULL;3786000000;149000000;743000000
MO;2022;36954000000;26680000000;22707000000;-1396000000;-3973000000;29792000000;25124000000;7220000000;8616000000;1556000000;7060000000;40877000000;552000000;1721000000;9600000000;1608000000;1180000000;1872000000;4030000000;4030000000;5177000000;935000000;2805961317
BKNG;2022;25361000000;13037000000;15267000000;7324000000;2782000000;27541000000;11985000000;15798000000;8474000000;500000000;5751000000;22579000000;2507000000;2229000000;2789000000;1314000000;NULL;2229000000;12221000000;12396000000;2807000000;0;63780528
T;2022;402853000000;154679000000;233520000000;-23065000000;97500000000;-19415000000;128423000000;33108000000;56173000000;7597000000;40815000000;296396000000;31101000000;11466000000;3533000000;149259000000;3123000000;11466000000;3701000000;3701000000;67895000000;7621000000;7621156816
ISRG;2022;12974000000;NULL;11041900000;4830900000;11041900000;3500100000;NULL;6253000000;1422100000;NULL;623200000;1861400000;147000000;942100000;2623600000;2374200000;893200000;1073300000;1581200000;4117900000;348500000;400000;350000000
MMC;2022;44114000000;13472000000;22015000000;1127000000;10520000000;20301000000;11227000000;18959000000;17832000000;268000000;3499000000;33365000000;3278000000;5293000000;NULL;2433000000;NULL;5852000000;1442000000;1442000000;16251000000;561000000;560641640
EL;2022;20910000000;7645000000;11002000000;3483000000;5590000000;13912000000;5144000000;9298000000;5815000000;268000000;4177000000;14478000000;1822000000;1629000000;NULL;4599000000;2920000000;1629000000;3957000000;3957000000;2521000000;6000000;593491380
LMT;2022;52880000000;15547000000;24813000000;5104000000;9266000000;16943000000;15429000000;20991000000;15887000000;118000000;5192000000;43614000000;2117000000;2505000000;NULL;7975000000;3088000000;14823000000;2547000000;2547000000;10780000000;254000000;254000000
SYK;2022;36884000000;13048000000;29664000000;3972000000;16616000000;14765000000;11857000000;10275000000;6303000000;1191000000;3963000000;20268000000;1413000000;3565000000;NULL;2970000000;3995000000;3565000000;1844000000;1928000000;14880000000;38000000;378700000
BA;2022;137100000000;57277000000;40912000000;19471000000;-15883000000;29473000000;51670000000;109523000000;90052000000;5125000000;20600000000;152948000000;10200000000;2628000000;983000000;12000000000;78151000000;11305000000;14614000000;17220000000;8057000000;5061000000;1012261159
ADP;2022;63068200000;3494400000;6348800000;-353800000;3225300000;20696300000;2987100000;54804900000;55158700000;136400000;3548600000;59842900000;110200000;3170600000;122100000;1103500000;NULL;3170600000;1436300000;1436300000;2300500000;63900000;638800000
MDLZ;2022;71161000000;23447000000;49816000000;-6640000000;26883000000;31481000000;20251000000;10091000000;16731000000;2682000000;9932000000;44241000000;7562000000;3088000000;4879000000;9680000000;3381000000;3907000000;1923000000;1923000000;23450000000;0;1996537778
ZTS;2022;14925000000;8090000000;12309000000;4339000000;4405000000;8668000000;6552000000;7506000000;3167000000;1352000000;1418000000;10522000000;405000000;1215000000;NULL;2973000000;2345000000;1215000000;3577000000;3577000000;2746000000;5000000;501891243
GE;2022;188851000000;26148000000;57749000000;8954000000;33696000000;82983000000;20320000000;58382000000;49428000000;3739000000;16329000000;153939000000;10033000000;14831000000;44208000000;12193000000;14891000000;17755000000;15810000000;23419000000;12999000000;15000000;1089107878
AMT;2022;67194500000;47051000000;44242600000;-4689600000;5572400000;-2101900000;34156000000;3622300000;8311900000;4514200000;2569100000;54786000000;218600000;758300000;NULL;28917200000;NULL;1125700000;2028400000;2028400000;12956700000;4800000;476623238
TMUS;2022;211338000000;111792000000;141616000000;-5675000000;69656000000;-223000000;66796000000;19067000000;24742000000;5164000000;12275000000;141682000000;7213000000;4445000000;NULL;74058000000;1884000000;9568000000;4507000000;4507000000;12234000000;0;1256876527
MU;2022;66283000000;7516000000;55927000000;14242000000;49907000000;47274000000;6020000000;21781000000;7539000000;NULL;6090000000;16376000000;2142000000;4765000000;1647000000;39227000000;6663000000;5130000000;8262000000;9331000000;1228000000;123000000;1226000000
PYPL;2022;78624000000;10417000000;30691000000;12416000000;20274000000;18954000000;10417000000;57424000000;45008000000;NULL;45008000000;58350000000;40140000000;37227000000;5018000000;1730000000;NULL;44658000000;7776000000;10851000000;11209000000;0;1309000000
C;2022;2416680000000;318702000000;500896000000;NULL;201189000000;194734000000;271606000000;NULL;NULL;47096000000;69218000000;2214840000000;69218000000;54192000000;716228000000;26253000000;NULL;54546000000;342025000000;NULL;19691000000;31000000;3099669424
CI;2022;143885000000;31093000000;75768000000;NULL;44675000000;37940000000;28100000000;NULL;NULL;2993000000;32823000000;99131000000;7775000000;22386000000;905000000;3774000000;NULL;22634000000;5924000000;6829000000;45811000000;4000000;397819000
CB;2022;199017000000;14877000000;65396000000;NULL;50519000000;48305000000;14402000000;NULL;NULL;475000000;7780000000;148498000000;7780000000;31094000000;112210000000;NULL;NULL;31094000000;2012000000;25785000000;16228000000;10346000000;446376614
APD;2022;27192600000;8326900000;20788800000;2817100000;13144000000;16520300000;7085800000;6282900000;3465800000;559000000;2138300000;13490200000;1120700000;1794400000;3420500000;15055300000;514200000;2035400000;2711000000;3301700000;823000000;249400000;249455584
F;2022;255884000000;140474000000;182211000000;19610000000;43242000000;31754000000;88805000000;116476000000;96866000000;50164000000;26540000000;212717000000;25605000000;54449000000;2798000000;60037000000;14080000000;54449000000;25134000000;44070000000;NULL;42000000;3999960120
MRNA;2022;25858000000;1200000000;19123000000;8508000000;19123000000;18320000000;NULL;13431000000;4923000000;NULL;2446000000;6735000000;487000000;1385000000;8360000000;2139000000;949000000;1685000000;3205000000;9902000000;0;0;385000000
EQIX;2022;30310742000;16469554000;24268060000;1466957000;11505966000;-4352732000;12752247000;3305255000;1838298000;9847000;885314000;18804910000;115953000;855380000;348145000;18077484000;NULL;1115102000;1906421000;1906421000;5654217000;93000;92813976
ICE;2022;194338000000;18376000000;40828000000;7776000000;22706000000;14943000000;18118000000;156947000000;149171000000;4000000;6823000000;171577000000;866000000;1169000000;NULL;1767000000;NULL;3935000000;1799000000;4415000000;21111000000;6000000;634000000
GM;2022;264037000000;115666000000;182491000000;9278000000;67792000000;49251000000;75921000000;100451000000;91173000000;38778000000;49907000000;191753000000;27486000000;46956000000;10176000000;77950000000;15366000000;46956000000;19153000000;31303000000;1900000000;14000000;1400000000
EW;2022;8292500000;691300000;6403000000;2073400000;5806700000;7590000000;596300000;3095800000;1022400000;NULL;691900000;2485800000;201900000;643000000;1239000000;1725100000;875500000;699100000;769000000;1215300000;1164300000;646300000;646300000
DUK;2022;178086000000;74579000000;121063000000;-5651000000;49322000000;2637000000;65873000000;13222000000;18873000000;7830000000;6102000000;126233000000;4754000000;4415000000;9092000000;112790000000;3584000000;4415000000;409000000;409000000;19303000000;1000000;770000000
SO;2022;134891000000;59135000000;87958000000;-5308000000;30408000000;11538000000;50656000000;10416000000;15724000000;6894000000;4963000000;100359000000;3525000000;2128000000;3588000000;96703000000;2677000000;3716000000;1917000000;1917000000;5161000000;5417000000;1100000000
REGN;2022;29214500000;2701400000;24645400000;12742800000;22664000000;23306700000;1981400000;15884100000;3141300000;NULL;2663400000;6550500000;589200000;5328700000;6591800000;3763000000;2401900000;5328700000;3105900000;7742300000;NULL;100000;132200000
PGR;2022;75465000000;6388300000;21785400000;NULL;15891000000;15721200000;6388300000;NULL;NULL;NULL;5532800000;59574000000;5532800000;16249000000;53548300000;1034000000;NULL;16249000000;203500000;49717100000;227900000;584900000;797600000
HUM;2022;43055000000;11126000000;26437000000;NULL;15311000000;25492000000;7935000000;NULL;NULL;3191000000;14800000000;27685000000;14502000000;1674000000;15010000000;3221000000;NULL;1674000000;5061000000;18942000000;9142000000;33000000;198666598
PSA;2022;17552307000;6870826000;12594228000;260573000;10073402000;-110231000;6870826000;775253000;514680000;NULL;514680000;7385506000;NULL;NULL;275752000;372992000;NULL;NULL;775253000;775253000;165843000;17527000;175265668
AAPL;2023;352583000000;123930000000;173234000000;-1742000000;62146000000;-214000000;95281000000;143566000000;145308000000;15807000000;71430000000;290437000000;62611000000;29508000000;100544000000;54376000000;6331000000;60985000000;29965000000;61555000000;NULL;73812000000;15550061000
MSFT;2023;411976000000;59965000000;253460000000;80108000000;206223000000;118848000000;41990000000;184257000000;104149000000;5247000000;22247000000;205753000000;18095000000;48688000000;9879000000;109987000000;2500000000;48688000000;34704000000;111256000000;67886000000;93718000000;7432000000
GOOGL;2023;402392000000;28504000000;295249000000;89716000000;283379000000;211247000000;11870000000;171530000000;81814000000;NULL;50221000000;119013000000;7493000000;47964000000;31008000000;148436000000;NULL;47964000000;24048000000;110916000000;29198000000;76534000000;12460000000
AMZN;2023;527854000000;135611000000;260189000000;7434000000;201875000000;113618000000;58314000000;172351000000;164917000000;NULL;149690000000;325979000000;84981000000;52253000000;NULL;276690000000;33318000000;52253000000;73387000000;86780000000;22789000000;109000000;10898000000
NVDA;2023;41182000000;12031000000;33054000000;16510000000;22101000000;10171000000;9703000000;23073000000;6563000000;1250000000;4606000000;19081000000;1193000000;3827000000;299000000;4845000000;5159000000;3827000000;3389000000;13296000000;4372000000;2000000;24661365720
BRK-B;2023;1069980000000;128271000000;689544000000;NULL;561273000000;607350000000;122936000000;NULL;NULL;5335000000;54863000000;499208000000;NULL;39535000000;536285000000;216593000000;NULL;44200000000;38022000000;167641000000;84626000000;8000000;1658096
META;2023;229623000000;37234000000;171553000000;53405000000;153168000000;82070000000;18385000000;85365000000;31960000000;NULL;18172000000;76455000000;4849000000;16169000000;6141000000;109881000000;NULL;16169000000;41862000000;65403000000;20654000000;0;2561000000
TSLA;2023;106618000000;9573000000;67291000000;20868000000;62634000000;27882000000;2682000000;49616000000;28748000000;1975000000;19681000000;43009000000;14431000000;3508000000;NULL;45123000000;13626000000;3508000000;16398000000;29094000000;253000000;3000000;3185000000
UNH;2023;273720000000;62537000000;151293000000;-20617000000;88756000000;95774000000;58263000000;78437000000;99054000000;4274000000;64353000000;174801000000;64353000000;21276000000;47609000000;11450000000;NULL;38970000000;25427000000;29628000000;103732000000;9000000;924000000
JNJ;2023;167558000000;29332000000;98106000000;7213000000;68774000000;153843000000;25881000000;53495000000;46282000000;3451000000;38838000000;98784000000;9632000000;14873000000;NULL;19898000000;11181000000;19387000000;21859000000;22927000000;36558000000;3120000000;3119843000
V;2023;90499000000;20463000000;59196000000;10434000000;38733000000;18040000000;20463000000;33532000000;23098000000;NULL;10410000000;51766000000;375000000;2291000000;1921000000;3425000000;NULL;4474000000;16286000000;20128000000;17997000000;22150000000;2068027500
XOM;2023;376317000000;41573000000;242537000000;31293000000;204802000000;453927000000;33645000000;96609000000;65316000000;4090000000;61226000000;163779000000;31249000000;30296000000;34257000000;214940000000;25120000000;38015000000;31539000000;31539000000;NULL;17781000000;8019000000
PG;2023;120829000000;35424000000;80565000000;-13108000000;46777000000;118170000000;24378000000;22648000000;35756000000;10229000000;19555000000;73764000000;14598000000;5471000000;NULL;21909000000;7073000000;5471000000;8246000000;8246000000;40659000000;4009000000;4009200000
LLY;2023;64006300000;25225300000;35997200000;-1566200000;10771900000;10312300000;18320800000;25727000000;27293200000;6904500000;15457000000;53142600000;2598800000;9090500000;3052200000;12913600000;5772800000;11336200000;2818600000;2927700000;4939700000;593600000;949781000
MA;2023;42448000000;15681000000;22610000000;2697000000;6929000000;62564000000;14344000000;18961000000;16264000000;1337000000;10074000000;35451000000;834000000;4060000000;1729000000;2061000000;NULL;4060000000;8588000000;9180000000;7660000000;0;1409000000
HD;2023;76445000000;50364000000;44755000000;9361000000;1562000000;76896000000;41962000000;32471000000;23110000000;1231000000;17870000000;74883000000;11443000000;2822000000;NULL;32572000000;24886000000;3317000000;2757000000;2757000000;7444000000;90000000;1794000000
CVX;2023;261632000000;20836000000;181159000000;8870000000;160957000000;200025000000;19733000000;41128000000;32258000000;469000000;31729000000;99703000000;20423000000;19921000000;46812000000;153619000000;8612000000;19921000000;8178000000;8223000000;4722000000;1832000000;2442676580
MRK;2023;106675000000;35055000000;72636000000;6474000000;37581000000;53895000000;33683000000;32168000000;25694000000;1372000000;24322000000;69040000000;3922000000;10349000000;252000000;23051000000;6358000000;10349000000;6841000000;7093000000;21197000000;1788000000;3577103522
ABBV;2023;134711000000;59385000000;69745000000;-4839000000;10360000000;-1000000000;52194000000;33002000000;37841000000;7191000000;30650000000;124314000000;3688000000;11155000000;304000000;4989000000;4099000000;11155000000;12814000000;12816000000;32293000000;18000000;1823046087
PEP;2023;100495000000;44661000000;62608000000;-4697000000;18503000000;70035000000;37595000000;26950000000;31647000000;6510000000;16925000000;81858000000;11635000000;8675000000;4330000000;29944000000;5334000000;10815000000;9711000000;10003000000;17728000000;23000000;1867000000
KO;2023;97703000000;42064000000;68005000000;3161000000;25941000000;73782000000;35547000000;26732000000;23571000000;6517000000;15660000000;70223000000;5590000000;3410000000;19789000000;9236000000;4424000000;3410000000;9366000000;13663000000;18358000000;1760000000;7040000000
PFE;2023;226501000000;70845000000;159859000000;-4461000000;89014000000;118353000000;60499000000;43333000000;47794000000;10346000000;11431000000;137213000000;6710000000;11177000000;15368000000;18940000000;10189000000;15155000000;2853000000;12690000000;67783000000;478000000;9562000000
AVGO;2023;72861000000;39229000000;63168000000;13442000000;23988000000;2682000000;37617000000;20847000000;7405000000;1563000000;2063000000;48873000000;1210000000;3154000000;NULL;2154000000;1898000000;3154000000;14189000000;14189000000;43653000000;0;4140000000
COST;2023;68994000000;8884000000;31516000000;2296000000;25058000000;19521000000;5377000000;35879000000;33583000000;1081000000;23911000000;43936000000;17483000000;2285000000;NULL;29397000000;16651000000;2285000000;13700000000;15234000000;NULL;2000000;442793000
TMO;2023;98726000000;34917000000;81652000000;10577000000;46735000000;47364000000;31308000000;24589000000;14012000000;3609000000;7714000000;51884000000;2872000000;8221000000;NULL;9448000000;5088000000;9664000000;8077000000;8077000000;44020000000;442000000;442188634
MCD;2023;56146800000;53091100000;34638600000;1127400000;-4706700000;63479900000;37152900000;7986400000;6859000000;2192400000;3978500000;60853500000;1102900000;2488000000;1080200000;38422000000;52800000;2488000000;4579300000;4579300000;3040400000;16600000;1660600000
WMT;2023;243197000000;58923000000;115905000000;-16543000000;76693000000;83135000000;34649000000;75655000000;92198000000;4563000000;83107000000;159206000000;53742000000;7933000000;NULL;119234000000;56576000000;7933000000;8625000000;8625000000;28174000000;808000000;8100000000
CSCO;2023;101852000000;8391000000;52744000000;12039000000;44353000000;1639000000;6658000000;43348000000;31309000000;1733000000;6548000000;57499000000;2313000000;5854000000;NULL;2085000000;3644000000;9206000000;10123000000;26146000000;38535000000;44289000000;4066000000
ACN;2023;51245305000;3149034000;25840742000;5372893000;25692839000;19316224000;43093000;23381931000;18009038000;104810000;12306659000;24786712000;2491173000;10690713000;197443000;4167486000;NULL;12227186000;9045032000;9049607000;15573003000;72000;664616285
ABT;2023;73214000000;15628000000;53282000000;8829000000;38603000000;37554000000;13599000000;22670000000;13841000000;1080000000;12761000000;34387000000;4295000000;6565000000;799000000;10154000000;6570000000;8821000000;6896000000;7279000000;23679000000;24869000000;1987883852
DHR;2023;84488000000;19536000000;71888000000;5663000000;53486000000;41074000000;16707000000;13937000000;8274000000;1695000000;2423000000;30998000000;1766000000;3922000000;NULL;4553000000;2594000000;3922000000;5864000000;5864000000;41608000000;9000000;880500000
NFLX;2023;48731992000;14543261000;35131574000;1057478000;20588313000;22589286000;14143417000;9918133000;8860655000;399844000;2551372000;28143679000;747412000;1287054000;NULL;1491444000;NULL;1842054000;7116913000;7137886000;NULL;5145172000;448837852
LIN;2023;80811000000;20315000000;59093000000;-3097000000;39720000000;8845000000;13397000000;12620000000;15717000000;5976000000;6238000000;39716000000;3020000000;4718000000;2377000000;25490000000;2115000000;5092000000;4664000000;4664000000;26751000000;1000000;490766972
VZ;2023;380255000000;174942000000;243104000000;-16409000000;92430000000;82915000000;137701000000;36814000000;53223000000;12973000000;26274000000;286456000000;10021000000;25085000000;953000000;133036000000;2057000000;25085000000;2065000000;2065000000;22843000000;429000000;4291433646
ADBE;2023;29779000000;4080000000;20152000000;2833000000;16518000000;33346000000;3634000000;11084000000;8251000000;NULL;1695000000;13261000000;314000000;2224000000;NULL;2388000000;NULL;2224000000;7141000000;7842000000;12805000000;0;601000000
NKE;2023;37531000000;12144000000;22937000000;15946000000;14004000000;1358000000;8927000000;25202000000;9256000000;6000000;5542000000;23527000000;2862000000;4131000000;NULL;8004000000;8454000000;4131000000;7441000000;10675000000;281000000;3000000;1532000000
TXN;2023;32348000000;11223000000;28120000000;11802000000;16897000000;52283000000;10624000000;15122000000;3320000000;599000000;1315000000;15451000000;802000000;1787000000;NULL;9999000000;3999000000;2284000000;2964000000;8575000000;4362000000;1741000000;1741000000
CRM;2023;98849000000;14088000000;68960000000;504000000;58359000000;7585000000;9419000000;26395000000;25891000000;1182000000;6743000000;40490000000;NULL;10755000000;4672000000;6592000000;NULL;10755000000;7016000000;12508000000;48568000000;1000000;1009000000
NEE;2023;177489000000;73211000000;120679000000;-12602000000;47468000000;30235000000;61405000000;15361000000;27963000000;11806000000;11335000000;119721000000;8504000000;3609000000;14854000000;125776000000;2106000000;6040000000;2690000000;2690000000;5091000000;21000000;2052000000
PM;2023;65304000000;47909000000;36684000000;-6628000000;-11225000000;34090000000;41243000000;19755000000;26383000000;6666000000;18455000000;74750000000;4143000000;3461000000;4929000000;7516000000;10774000000;4391000000;3060000000;3060000000;16779000000;0;2109316331
BMY;2023;95159000000;41464000000;69202000000;9508000000;29430000000;28766000000;36653000000;31770000000;22262000000;3119000000;6192000000;65674000000;3259000000;8882000000;2499000000;8036000000;2662000000;15264000000;11464000000;12280000000;21169000000;292000000;2923000000
COP;2023;95924000000;18937000000;67087000000;4325000000;49279000000;59268000000;17025000000;14330000000;10005000000;783000000;8157000000;46645000000;5117000000;5474000000;8987000000;70044000000;1398000000;5474000000;5635000000;6606000000;NULL;21000000;2103772516
QCOM;2023;51040000000;15398000000;36979000000;12836000000;21581000000;20733000000;14484000000;22464000000;9628000000;914000000;5314000000;29459000000;1912000000;1923000000;NULL;5042000000;6422000000;3183000000;8450000000;11324000000;10642000000;490000000;1114000000
HON;2023;61525000000;21536000000;36299000000;4963000000;15856000000;47979000000;16562000000;23502000000;18539000000;3881000000;9414000000;45084000000;6849000000;7530000000;939000000;5660000000;6178000000;7530000000;7925000000;8095000000;18049000000;958000000;957600000
MS;2023;1193690000000;276387000000;366675000000;NULL;99038000000;97996000000;267467000000;NULL;NULL;8920000000;208148000000;1093710000000;208148000000;80105000000;359311000000;23000000;NULL;80105000000;58661000000;NULL;16707000000;20000000;2038893979
ORCL;2023;134384000000;90481000000;91554000000;-2086000000;1073000000;-27620000000;86420000000;21004000000;23090000000;4061000000;1204000000;132828000000;1204000000;6915000000;NULL;17069000000;NULL;6915000000;9765000000;10187000000;62261000000;30215000000;2713000000
RTX;2023;161869000000;45239000000;103625000000;1656000000;59798000000;52154000000;42355000000;48417000000;46761000000;1472000000;25615000000;100424000000;10698000000;10838000000;2392000000;17386000000;11777000000;22977000000;6587000000;6587000000;53699000000;37055000000;1712717000
INTC;2023;191572000000;49278000000;154868000000;15216000000;105590000000;69156000000;46978000000;43269000000;28053000000;2300000000;19210000000;81607000000;8578000000;3402000000;5829000000;96647000000;11127000000;3402000000;7079000000;25034000000;27591000000;36649000000;4228000000
AMGN;2023;97154000000;64613000000;70845000000;11940000000;6232000000;-26549000000;63170000000;30332000000;18392000000;1443000000;15568000000;90922000000;1590000000;7268000000;NULL;5941000000;9518000000;7942000000;10944000000;10944000000;18629000000;33070000000;535400000
