ticker;ebitda;ebit;total_expenses;diluted_eps;net_income;operating_expense;operating_income;operating_revenue;selling_general_and_administration;gross_profit;cost_of_revenue;total_revenue;interest_expense
REGN;2020;3867300000;4920500000;30,519999;3513200000;3800600000;3576600000;7940100000;1346000000;7377200000;1119900000;8497100000;56900000
PGR;2020;7390200000;35464900000;9,66;5704600000;NULL;NULL;42638100000;NULL;NULL;NULL;42638100000;217000000
HUM;2020;4883000000;72555000000;25,31;3367000000;NULL;NULL;77155000000;10052000000;NULL;NULL;77155000000;283000000
PSA;2020;1417510000;1503918000;6,29;1357213000;636456000;1411150000;2915068000;64043000;2047606000;867462000;2915068000;56283000
AAPL;2021;111852000000;256868000000;5,61;94680000000;43887000000;108949000000;365817000000;21973000000;152836000000;212981000000;365817000000;2645000000
MSFT;2021;73448000000;98172000000;8,05;61271000000;45940000000;69916000000;168088000000;25224000000;115856000000;52232000000;168088000000;2346000000
GOOGL;2021;91080000000;178923000000;5,610003;76033000000;67984000000;78714000000;257637000000;36422000000;146698000000;110939000000;257637000000;346000000
AMZN;2021;39960000000;444943000000;3,2405;33364000000;41436000000;24879000000;469822000000;41374000000;66315000000;403507000000;469822000000;1809000000
NVDA;2021;4593000000;12143000000;0,1725;4332000000;5864000000;4532000000;16675000000;1940000000;10396000000;6279000000;16675000000;184000000
BRK-B;2021;116033000000;242866000000;39,702687;89937000000;NULL;NULL;354727000000;23044000000;NULL;NULL;354727000000;4172000000
META;2021;47307000000;71176000000;13,77;39370000000;48527000000;46753000000;117208000000;23872000000;95280000000;22649000000;117929000000;23000000
TSLA;2021;6714000000;47327000000;1,63;5524000000;7110000000;6496000000;53823000000;4517000000;13606000000;40217000000;53823000000;371000000
UNH;2021;23970000000;263627000000;18,08;17285000000;45682000000;21646000000;285273000000;NULL;67328000000;217945000000;285273000000;1660000000
JNJ;2021;19361000000;57797000000;7,81;20878000000;34395000000;20943000000;78740000000;20118000000;55338000000;23402000000;78740000000;183000000
V;2021;16576000000;8298000000;5,63;12311000000;3328000000;15807000000;30797000000;2524000000;19135000000;4970000000;24105000000;513000000
XOM;2021;32181000000;253459000000;5,39;23040000000;41653000000;23233000000;276692000000;10360000000;64886000000;211806000000;276692000000;947000000
PG;2021;18117000000;58132000000;5,5;14306000000;21024000000;17986000000;76118000000;21024000000;39010000000;37108000000;76118000000;502000000
LLY;2021;6495300000;20385400000;5,852967;5581700000;13072600000;7933000000;28318400000;6141900000;21005600000;7312800000;28318400000;339800000
MA;2021;10738000000;8657000000;8,76;8687000000;4168000000;10227000000;18884000000;3442000000;14395000000;4489000000;18884000000;431000000
HD;2021;18325000000;113832000000;11,94;12866000000;26575000000;18278000000;132110000000;24447000000;44853000000;87257000000;132110000000;1347000000
CVX;2021;22351000000;139426000000;8,14;15625000000;29252000000;16180000000;155606000000;4014000000;45432000000;110174000000;155606000000;712000000
MRK;2021;14685000000;35505000000;5,14;13049000000;21879000000;13199000000;48704000000;9634000000;35078000000;13626000000;48704000000;806000000
ABBV;2021;15412000000;37149000000;6,45;11542000000;19703000000;19048000000;56197000000;12349000000;38751000000;17446000000;56197000000;2423000000
PEP;2021;11684000000;68312000000;5,49;7618000000;31237000000;11162000000;79474000000;31237000000;42399000000;37075000000;79474000000;1863000000
KO;2021;14022000000;27616000000;2,25;9771000000;12259000000;11039000000;38655000000;12144000000;23298000000;15357000000;38655000000;1597000000
PFE;2021;25602000000;57584000000;3,85;21979000000;26763000000;23704000000;81288000000;12703000000;50467000000;30821000000;81288000000;1291000000
AVGO;2021;8650000000;18783000000;1,49625;6736000000;8177000000;8667000000;27450000000;1347000000;16844000000;10606000000;27450000000;1885000000
COST;2021;6851000000;189221000000;11,27;5007000000;18537000000;6708000000;195929000000;18537000000;25245000000;170684000000;195929000000;171000000
TMO;2021;9377000000;28986000000;19,46;7725000000;9413000000;10225000000;39211000000;8007000000;19638000000;19573000000;39211000000;536000000
MCD;2021;10313700000;13350200000;10,04;7545200000;2707500000;9872700000;22872800000;2377800000;12580200000;10642700000;23222900000;1185800000
WMT;2021;22879000000;536603000000;1,583333;13510000000;116288000000;22548000000;559151000000;116288000000;138836000000;420315000000;559151000000;2315000000
CSCO;2021;13696000000;36099000000;2,5;10591000000;18175000000;13719000000;49818000000;11411000000;31894000000;17924000000;49818000000;434000000
ACN;2021;7820608000;42911860000;9,16;5906809000;8742599000;7621529000;50533389000;8742599000;16364128000;34169261000;50533389000;59492000
ABT;2021;8744000000;34650000000;3,94;7071000000;16113000000;8425000000;43075000000;11324000000;24538000000;18537000000;43075000000;533000000
DHR;2021;6742000000;18415000000;8,61;6433000000;8852000000;6387000000;24802000000;6807000000;15239000000;9563000000;24802000000;231000000
NFLX;2021;6605723000;23503335000;11,24;5116228000;6170652000;6194509000;29697844000;3896767000;12365161000;17332683000;29697844000;765620000
LIN;2021;5269000000;25318000000;7,33;3826000000;7775000000;5475000000;30793000000;2997000000;13250000000;17543000000;30793000000;170000000
VZ;2021;32905000000;101165000000;5,32;22065000000;44864000000;32448000000;133613000000;28658000000;77312000000;56301000000;133613000000;3485000000
ADBE;2021;5818000000;9983000000;10,02;4822000000;8118000000;5802000000;15785000000;5406000000;13920000000;1865000000;15785000000;113000000
NKE;2021;6937000000;37601000000;3,56;5727000000;13025000000;6937000000;44538000000;13025000000;19962000000;24576000000;44538000000;NULL
TXN;2021;9103000000;9188000000;8,26;7769000000;3220000000;9156000000;18344000000;1666000000;12376000000;5968000000;18344000000;184000000
CRM;2021;455000000;20797000000;4,38;4072000000;15359000000;455000000;21252000000;11761000000;15814000000;5438000000;21252000000;NULL
NEE;2021;4445000000;14233000000;1,81;3573000000;5725000000;2836000000;17069000000;NULL;8561000000;8508000000;17069000000;1270000000
PM;2021;12969000000;18545000000;5,83;9109000000;8515000000;12860000000;82223000000;8515000000;21375000000;10030000000;31405000000;737000000
BMY;2021;9432000000;37848000000;3,12;6994000000;27908000000;8537000000;45771000000;7690000000;36445000000;9940000000;46385000000;1334000000
COP;2021;13838000000;33757000000;6,07;8079000000;2697000000;12071000000;45828000000;719000000;14768000000;31060000000;45828000000;1126000000
QCOM;2021;10833000000;23777000000;7,87;9043000000;9515000000;9789000000;33566000000;2339000000;19304000000;14262000000;33566000000;559000000
HON;2021;7578000000;26919000000;7,91;5542000000;4858000000;7473000000;34392000000;3525000000;12331000000;22061000000;34392000000;343000000
MS;2021;NULL;NULL;8,03;15034000000;NULL;NULL;56414000000;25271000000;NULL;NULL;56414000000;1366000000
ORCL;2021;15495000000;24697000000;4,55;13746000000;16842000000;15782000000;40479000000;8936000000;32624000000;7855000000;40479000000;2496000000
RTX;2021;6439000000;57308000000;2,56;3864000000;5411000000;7080000000;64388000000;3102000000;12491000000;51897000000;64388000000;1330000000
INTC;2021;22300000000;56942000000;4,86;19868000000;21733000000;22082000000;79024000000;6543000000;43815000000;35209000000;79024000000;597000000
AMGN;2021;7898000000;16835000000;10,28;5893000000;10381000000;9144000000;24297000000;5368000000;19525000000;6454000000;25979000000;1197000000
SPGI;2021;4283000000;4087000000;12,51;3024000000;1907000000;4210000000;8297000000;1729000000;6117000000;2180000000;8297000000;119000000
IBM;2021;5992000000;50486000000;6,35;5742000000;24621000000;6865000000;57351000000;18745000000;31486000000;25865000000;57351000000;1155000000
GS;2021;NULL;NULL;59,450001;21635000000;NULL;NULL;59339000000;18272000000;NULL;NULL;59339000000;5650000000
CAT;2021;8692000000;44093000000;11,83;6489000000;8125000000;6878000000;50971000000;5365000000;15003000000;35968000000;50971000000;488000000
BLK;2021;8378000000;11886000000;38,06712;5901000000;1968000000;7488000000;19374000000;1821000000;9456000000;9918000000;19374000000;205000000
UPS;2021;17289000000;84477000000;14,68;12890000000;7470000000;12810000000;97287000000;NULL;20280000000;77007000000;97287000000;694000000
MDT;2021;4820000000;25222000000;2,66;3606000000;14739000000;4895000000;30117000000;10148000000;19634000000;10483000000;30117000000;925000000
SCHW;2021;NULL;NULL;2,83;5855000000;NULL;NULL;18520000000;5935000000;NULL;NULL;18520000000;476000000
UNP;2021;9635000000;12466000000;9,95;6523000000;1176000000;9338000000;20244000000;NULL;10514000000;11290000000;21804000000;1157000000
DE;2021;8595000000;35370000000;18,99;5963000000;6052000000;7663000000;43033000000;3435000000;13715000000;29318000000;43033000000;993000000
LOW;2021;8611000000;79950000000;7,75;5835000000;19925000000;9647000000;87995000000;18526000000;29572000000;60025000000;89597000000;872000000
GILD;2021;9279000000;16448000000;4,93;6225000000;9847000000;10857000000;27305000000;5246000000;20704000000;6601000000;27305000000;1001000000
CVS;2021;13040000000;277012000000;5,95;8001000000;37021000000;15099000000;292111000000;NULL;52120000000;239991000000;292111000000;2503000000
SBUX;2021;5826700000;24403400000;3,54;4199300000;3733800000;4657200000;27290600000;1932600000;8391000000;20669600000;29060600000;469800000
INTU;2021;2585000000;7105000000;7,56;2062000000;5422000000;2528000000;9633000000;3598000000;7950000000;1683000000;9633000000;29000000
NOW;2021;257000000;5639000000;1,13;230000000;4286000000;257000000;5896000000;2889000000;4543000000;1353000000;5896000000;28000000
PLD;2021;3572942000;3142031000;3,94;2939723000;1893544000;1617409000;4759440000;293167000;3510953000;1248487000;4759440000;250094000
AXP;2021;NULL;NULL;10,02;8060000000;NULL;NULL;43147000000;11531000000;NULL;NULL;43147000000;1283000000
MO;2021;5012000000;9551000000;1,34;2475000000;2432000000;11560000000;26013000000;2432000000;13992000000;7119000000;21111000000;1188000000
BKNG;2021;1799000000;8462000000;28,17;1165000000;8462000000;2496000000;10958000000;7616000000;NULL;NULL;10958000000;334000000
T;2021;35887000000;107928000000;2,76;20081000000;47521000000;26110000000;134038000000;29669000000;73631000000;60407000000;134038000000;6716000000
ISRG;2021;1821000000;3889100000;4,66;1704600000;2137500000;1821000000;5710100000;1466500000;3958500000;1751600000;5710100000;NULL
MMC;2021;4652000000;15508000000;6,13;3143000000;4083000000;4312000000;19820000000;NULL;8395000000;11425000000;19820000000;444000000
EL;2021;3504000000;13205000000;7,79;2870000000;9371000000;3010000000;16215000000;9371000000;12381000000;3834000000;16215000000;173000000
LMT;2021;8119000000;57921000000;22,76;6315000000;-62000000;9123000000;67044000000;NULL;9061000000;57983000000;67044000000;569000000
SYK;2021;2687000000;14421000000;5,21;1994000000;8281000000;2687000000;17108000000;6427000000;10968000000;6140000000;17108000000;NULL
BA;2021;-2319000000;65643000000;-7,15;-4202000000;6406000000;-3357000000;62286000000;4157000000;3049000000;59237000000;62286000000;2714000000
ADP;2021;3420900000;11680800000;6,07;2598500000;3040500000;3324600000;15005400000;3040500000;6365100000;8640300000;15005400000;59700000
MDLZ;2021;4734000000;23863000000;3,04;4300000000;6397000000;4857000000;28720000000;6263000000;11254000000;17466000000;28720000000;365000000
ZTS;2021;2712000000;4973000000;4,27;2037000000;2670000000;2803000000;7776000000;2001000000;5473000000;2303000000;7776000000;224000000
